,School_ID,Name of School,ZIP Code,Community Area Number,Community Area Name,Ward,Police District,Long_Name,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Asian_Pacific_Islander,Student_Count_Hawaiian_Pacific_Islander,Statistics_Description,Demographic_Description,Overall_Rating,School_Latitude,School_Longitude,Location,School_Survey_Safety,Chronic_Truancy_Pct,count
229,609963,Alexander Hamilton Elementary School,60657,6,LAKE VIEW,32,19,Alexander Hamilton Elementary School,ES,60657,443,33,57,13,56,325,16,0,0,0,There are 443 students enrolled at HAMILTON.  7.4% are Low Income Students.  12.9% are Diverse Learners.  5.9% are Limited English Learners.,The largest demographic at HAMILTON is White.  This demographic makes up 73.4% of the student population.  The second greatest demographic is Hispanic at 12.6%.,Level 1+,41.94522,-87.670865,POINT (-87.670865 41.94522),5,12.9,19
230,610141,Ravenswood Elementary School,60613,6,LAKE VIEW,47,19,Ravenswood Elementary School,ES,60613,533,153,53,43,156,249,28,0,0,0,There are 533 students enrolled at RAVENSWOOD.  28.7% are Low Income Students.  9.9% are Diverse Learners.  11.3% are Limited English Learners.,The largest demographic at RAVENSWOOD is White.  This demographic makes up 46.7% of the student population.  The second greatest demographic is Hispanic at 29.3%.,Level 1+,41.960746,-87.670922,POINT (-87.670922 41.960746),3,19.0,193
231,610011,Minnie Mars Jamieson Elementary School,60659,2,WEST RIDGE,40,20,Minnie Mars Jamieson Elementary School,ES,60659,783,469,107,57,258,231,203,2,0,0,There are 783 students enrolled at JAMIESON.  59.9% are Low Income Students.  13.7% are Diverse Learners.  36.3% are Limited English Learners.,The largest demographic at JAMIESON is Hispanic.  This demographic makes up 33% of the student population.  The second greatest demographic is White at 29.5%.,Level 1+,41.984641,-87.700529,POINT (-87.700529 41.984641),4,20.7,49
232,610106,Brian Piccolo Elementary Specialty School,60651,23,HUMBOLDT PARK,37,11,Brian Piccolo Elementary Specialty School,ES,60651,565,479,86,218,341,4,0,1,0,0,There are 565 students enrolled at PICCOLO.  84.8% are Low Income Students.  15.2% are Diverse Learners.  41.6% are Limited English Learners.,The largest demographic at PICCOLO is Hispanic.  This demographic makes up 60.4% of the student population.  The second greatest demographic is Black at 38.6%.,Level 2+,41.90014,-87.731261,POINT (-87.731261 41.90014),2,53.3,274
233,610065,Emmett Louis Till Math and Science Academy,60637,42,WOODLAWN,20,3,Emmett Louis Till Math and Science Academy,ES,60637,303,247,47,284,17,0,0,0,0,0,There are 303 students enrolled at TILL.  81.5% are Low Income Students.  15.5% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at TILL is Black.  This demographic makes up 93.7% of the student population.  The second greatest demographic is Hispanic at 5.6%.,Level 1+,41.775424,-87.609357,POINT (-87.609357 41.775424),2,71.5,274
234,609991,Theodore Herzl Elementary School,60623,29,NORTH LAWNDALE,24,10,Theodore Herzl Elementary School,ES,60623,417,339,84,398,15,2,0,0,0,0,There are 417 students enrolled at HERZL.  81.3% are Low Income Students.  20.1% are Diverse Learners.  0.2% are Limited English Learners.,The largest demographic at HERZL is Black.  This demographic makes up 95.4% of the student population.  The second greatest demographic is Hispanic at 3.6%.,Level 2+,41.862081,-87.718994,POINT (-87.718994 41.862081),2,54.6,274
235,610076,Bernhard Moos Elementary School,60647,24,WEST TOWN,1,14,Bernhard Moos Elementary School,ES,60647,434,294,57,63,320,37,2,0,0,0,There are 434 students enrolled at MOOS.  67.7% are Low Income Students.  13.1% are Diverse Learners.  36.6% are Limited English Learners.,The largest demographic at MOOS is Hispanic.  This demographic makes up 73.7% of the student population.  The second greatest demographic is Black at 14.5%.,Level 2+,41.912505,-87.696941,POINT (-87.696941 41.912505),3,42.8,193
236,610282,Ronald E McNair Elementary School,60651,25,AUSTIN,37,15,Ronald E McNair Elementary School,ES,60651,341,298,81,277,54,3,3,0,0,0,There are 341 students enrolled at MCNAIR.  87.4% are Low Income Students.  23.8% are Diverse Learners.  8.2% are Limited English Learners.,The largest demographic at MCNAIR is Black.  This demographic makes up 81.2% of the student population.  The second greatest demographic is Hispanic at 15.8%.,Level 2+,41.897819,-87.746731,POINT (-87.746731 41.897819),3,44.9,193
237,610125,Irma C Ruiz Elementary School,60608,31,LOWER WEST SIDE,25,10,Irma C Ruiz Elementary School,ES,60608,432,335,82,10,411,7,1,0,0,2,There are 432 students enrolled at RUIZ.  77.5% are Low Income Students.  19% are Diverse Learners.  34.3% are Limited English Learners.,The largest demographic at RUIZ is Hispanic.  This demographic makes up 95.1% of the student population.  The second greatest demographic is Black at 2.3%.,Level 1,41.848101,-87.680745,POINT (-87.680745 41.848101),3,46.7,193
238,610009,Galileo Math & Science Scholastic Academy Elementary School,60607,28,NEAR WEST SIDE,25,12,Galileo Math & Science Scholastic Academy ES,ES,60607,539,255,79,135,307,55,19,0,0,1,There are 539 students enrolled at GALILEO.  47.3% are Low Income Students.  14.7% are Diverse Learners.  14.1% are Limited English Learners.,The largest demographic at GALILEO is Hispanic.  This demographic makes up 57% of the student population.  The second greatest demographic is Black at 25%.,Level 1,41.871255,-87.653366,POINT (-87.653366 41.871255),3,25.4,193
239,610369,Mahalia Jackson Elementary School,60620,71,AUBURN GRESHAM,21,22,Mahalia Jackson Elementary School,ES,60620,337,270,88,328,4,3,0,0,0,1,There are 337 students enrolled at JACKSON M.  80.1% are Low Income Students.  26.1% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at JACKSON M is Black.  This demographic makes up 97.3% of the student population.  The second greatest demographic is Hispanic at 1.2%.,Level 2,41.734125,-87.646767,POINT (-87.646767 41.734125),2,52.0,274
240,609884,William E Dever Elementary School,60634,17,DUNNING,36,16,William E Dever Elementary School,ES,60634,734,377,84,12,442,218,17,0,0,3,There are 734 students enrolled at DEVER.  51.4% are Low Income Students.  11.4% are Diverse Learners.  34.7% are Limited English Learners.,The largest demographic at DEVER is Hispanic.  This demographic makes up 60.2% of the student population.  The second greatest demographic is White at 29.7%.,Level 1,41.942552,-87.813132,POINT (-87.813132 41.942552),2,30.6,274
241,609899,Christian Ebinger Elementary School,60631,9,EDISON PARK,41,16,Christian Ebinger Elementary School,ES,60631,729,106,122,7,88,593,27,1,0,1,There are 729 students enrolled at EBINGER.  14.5% are Low Income Students.  16.7% are Diverse Learners.  4.5% are Limited English Learners.,The largest demographic at EBINGER is White.  This demographic makes up 81.3% of the student population.  The second greatest demographic is Hispanic at 12.1%.,Level 1+,42.004408,-87.81117,POINT (-87.81117 42.004408),4,17.2,49
242,610096,Florence Nightingale Elementary School,60632,63,GAGE PARK,14,9,Florence Nightingale Elementary School,ES,60632,973,815,145,6,947,8,0,11,0,0,There are 973 students enrolled at NIGHTINGALE.  83.8% are Low Income Students.  14.9% are Diverse Learners.  41.5% are Limited English Learners.,The largest demographic at NIGHTINGALE is Hispanic.  This demographic makes up 97.3% of the student population.  The second greatest demographic is NativeAmer. at 1.1%.,Level 1,41.797714,-87.689139,POINT (-87.689139 41.797714),2,32.9,274
243,609849,George F Cassell Elementary School,60655,74,MOUNT GREENWOOD,19,22,George F Cassell Elementary School,ES,60655,350,64,96,23,82,233,3,1,0,0,There are 350 students enrolled at CASSELL.  18.3% are Low Income Students.  27.4% are Diverse Learners.  5.4% are Limited English Learners.,The largest demographic at CASSELL is White.  This demographic makes up 66.6% of the student population.  The second greatest demographic is Hispanic at 23.4%.,Level 1+,41.687347,-87.703215,POINT (-87.703215 41.687347),5,26.4,19
244,609691,North-Grand High School,60639,23,HUMBOLDT PARK,31,25,North-Grand High School,HS,60639,1055,948,180,195,837,9,4,6,0,1,There are 1055 students enrolled at NORTH-GRAND HS.  89.9% are Low Income Students.  17.1% are Diverse Learners.  30.6% are Limited English Learners.,The largest demographic at NORTH-GRAND HS is Hispanic.  This demographic makes up 79.3% of the student population.  The second greatest demographic is Black at 18.5%.,Level 2+,41.911674,-87.735238,POINT (-87.735238 41.911674),2,66.0,274
245,610165,Franz Peter Schubert Elementary School,60639,19,BELMONT CRAGIN,31,25,Franz Peter Schubert Elementary School,ES,60639,543,432,68,12,514,13,0,2,0,0,There are 543 students enrolled at SCHUBERT.  79.6% are Low Income Students.  12.5% are Diverse Learners.  60% are Limited English Learners.,The largest demographic at SCHUBERT is Hispanic.  This demographic makes up 94.7% of the student population.  The second greatest demographic is White at 2.4%.,Level 2,41.930403,-87.76119,POINT (-87.76119 41.930403),1,43.6,48
246,610092,Henry H Nash Elementary School,60644,25,AUSTIN,28,15,Henry H Nash Elementary School,ES,60644,231,182,29,196,33,0,1,0,0,0,There are 231 students enrolled at NASH.  78.8% are Low Income Students.  12.6% are Diverse Learners.  4.3% are Limited English Learners.,The largest demographic at NASH is Black.  This demographic makes up 84.8% of the student population.  The second greatest demographic is Hispanic at 14.3%.,Level 3,41.89181,-87.747936,POINT (-87.747936 41.89181),2,49.5,274
247,610176,John D Shoop Math-Science Technical Academy Elementary School,60643,75,MORGAN PARK,34,22,John D Shoop Math-Science Technical Academy ES,ES,60643,381,305,70,365,9,0,0,2,0,0,There are 381 students enrolled at SHOOP.  80.1% are Low Income Students.  18.4% are Diverse Learners.  0.3% are Limited English Learners.,The largest demographic at SHOOP is Black.  This demographic makes up 95.8% of the student population.  The second greatest demographic is Hispanic at 2.4%.,Level 1,41.690919,-87.658669,POINT (-87.658669 41.690919),2,36.4,274
248,610389,Orr Academy High School,60624,23,HUMBOLDT PARK,28,11,Orr Academy High School,HS,60624,228,191,54,175,46,3,0,0,0,0,There are 228 students enrolled at ORR HS.  83.8% are Low Income Students.  23.7% are Diverse Learners.  7.5% are Limited English Learners.,The largest demographic at ORR HS is Black.  This demographic makes up 76.8% of the student population.  The second greatest demographic is Hispanic at 20.2%.,Level 3,41.894449,-87.726166,POINT (-87.726166 41.894449),2,74.3,274
249,610248,Chicago Academy Elementary School,60634,17,DUNNING,38,16,Chicago Academy Elementary School,ES,60634,565,387,92,18,413,108,15,1,0,2,There are 565 students enrolled at CHICAGO ACADEMY ES.  68.5% are Low Income Students.  16.3% are Diverse Learners.  34.9% are Limited English Learners.,The largest demographic at CHICAGO ACADEMY ES is Hispanic.  This demographic makes up 73.1% of the student population.  The second greatest demographic is White at 19.1%.,Level 1+,41.943056,-87.778187,POINT (-87.778187 41.943056),3,26.2,193
250,610055,Michael Faraday Elementary School,60624,27,EAST GARFIELD PARK,28,11,Michael Faraday Elementary School,ES,60624,160,141,22,157,3,0,0,0,0,0,There are 160 students enrolled at FARADAY.  88.1% are Low Income Students.  13.8% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at FARADAY is Black.  This demographic makes up 98.1% of the student population.  The second greatest demographic is Hispanic at 1.9%.,Level 2+,41.879714,-87.708092,POINT (-87.708092 41.879714),2,55.9,274
251,610110,Ida B Wells Preparatory Elementary Academy,60653,35,DOUGLAS,3,2,Ida B Wells Preparatory Elementary Academy,ES,60653,288,215,29,244,6,0,0,0,0,0,There are 288 students enrolled at WELLS ES.  74.7% are Low Income Students.  10.1% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at WELLS ES is Black.  This demographic makes up 84.7% of the student population.  The second greatest demographic is Other at 13.1%.,Level 1,41.827355,-87.61978,POINT (-87.61978 41.827355),3,42.8,193
252,610053,Marquette Elementary School,60629,66,CHICAGO LAWN,15,8,Marquette Elementary School,ES,60629,1007,804,152,308,681,17,0,0,0,0,There are 1007 students enrolled at MARQUETTE.  79.8% are Low Income Students.  15.1% are Diverse Learners.  41.1% are Limited English Learners.,The largest demographic at MARQUETTE is Hispanic.  This demographic makes up 67.6% of the student population.  The second greatest demographic is Black at 30.6%.,Level 1+,41.773881,-87.69703,POINT (-87.69703 41.773881),2,39.9,274
253,609986,Charles R Henderson Elementary School,60636,67,WEST ENGLEWOOD,15,7,Charles R Henderson Elementary School,ES,60636,171,130,31,117,51,3,0,0,0,0,There are 171 students enrolled at HENDERSON.  76% are Low Income Students.  18.1% are Diverse Learners.  17.5% are Limited English Learners.,The largest demographic at HENDERSON is Black.  This demographic makes up 68.4% of the student population.  The second greatest demographic is Hispanic at 29.8%.,Level 2,41.790591,-87.671887,POINT (-87.671887 41.790591),2,51.4,274
254,610342,Albert R Sabin Elementary Magnet School,60622,24,WEST TOWN,1,14,Albert R Sabin Elementary Magnet School,ES,60622,320,238,28,66,241,10,0,0,0,0,There are 320 students enrolled at SABIN.  74.4% are Low Income Students.  8.8% are Diverse Learners.  24.4% are Limited English Learners.,The largest demographic at SABIN is Hispanic.  This demographic makes up 75.3% of the student population.  The second greatest demographic is Black at 20.6%.,Level 2,41.906816,-87.68305,POINT (-87.68305 41.906816),2,51.7,274
255,609803,James G Blaine Elementary School,60613,6,LAKE VIEW,44,19,James G Blaine Elementary School,ES,60613,634,66,86,19,98,421,38,0,0,2,There are 634 students enrolled at BLAINE.  10.4% are Low Income Students.  13.6% are Diverse Learners.  3.2% are Limited English Learners.,The largest demographic at BLAINE is White.  This demographic makes up 66.4% of the student population.  The second greatest demographic is Hispanic at 15.5%.,Level 1+,41.950781,-87.664968,POINT (-87.664968 41.950781),4,12.1,49
256,609820,Augustus H Burley Elementary School,60657,6,LAKE VIEW,32,19,Augustus H Burley Elementary School,ES,60657,492,66,67,7,82,312,60,0,0,0,There are 492 students enrolled at BURLEY.  13.4% are Low Income Students.  13.6% are Diverse Learners.  2.2% are Limited English Learners.,The largest demographic at BURLEY is White.  This demographic makes up 63.4% of the student population.  The second greatest demographic is Hispanic at 16.7%.,Level 1+,41.937937,-87.669853,POINT (-87.669853 41.937937),4,13.1,49
257,609867,Peter Cooper Elementary Dual Language Academy,60608,31,LOWER WEST SIDE,25,12,Peter Cooper Elementary Dual Language Academy,ES,60608,408,352,57,9,397,0,2,0,0,0,There are 408 students enrolled at COOPER.  86.3% are Low Income Students.  14% are Diverse Learners.  56.9% are Limited English Learners.,The largest demographic at COOPER is Hispanic.  This demographic makes up 97.3% of the student population.  The second greatest demographic is Black at 2.2%.,Level 1,41.856031,-87.667227,POINT (-87.667227 41.856031),3,30.5,193
258,610159,Jonathan Y Scammon Elementary School,60641,16,IRVING PARK,30,17,Jonathan Y Scammon Elementary School,ES,60641,636,507,79,19,563,39,9,1,0,0,There are 636 students enrolled at SCAMMON.  79.7% are Low Income Students.  12.4% are Diverse Learners.  45% are Limited English Learners.,The largest demographic at SCAMMON is Hispanic.  This demographic makes up 88.5% of the student population.  The second greatest demographic is White at 6.1%.,Level 1+,41.941678,-87.732179,POINT (-87.732179 41.941678),4,41.7,49
259,609866,John C Coonley Elementary School,60618,5,NORTH CENTER,47,19,John C Coonley Elementary School,ES,60618,791,73,86,13,127,538,34,0,0,2,There are 791 students enrolled at COONLEY.  9.2% are Low Income Students.  10.9% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at COONLEY is White.  This demographic makes up 68% of the student population.  The second greatest demographic is Hispanic at 16.1%.,Level 1+,41.955553,-87.683765,POINT (-87.683765 41.955553),4,12.5,49
260,610182,Hannah G Solomon Elementary School,60659,13,NORTH PARK,39,17,Hannah G Solomon Elementary School,ES,60659,342,145,81,21,62,139,112,1,0,0,There are 342 students enrolled at SOLOMON.  42.4% are Low Income Students.  23.7% are Diverse Learners.  36.8% are Limited English Learners.,The largest demographic at SOLOMON is White.  This demographic makes up 40.6% of the student population.  The second greatest demographic is Asian at 32.7%.,Level 1+,41.993942,-87.724043,POINT (-87.724043 41.993942),4,19.7,49
261,610157,Sidney Sawyer Elementary School,60632,63,GAGE PARK,14,8,Sidney Sawyer Elementary School,ES,60632,1011,870,114,1,980,18,2,6,0,0,There are 1011 students enrolled at SAWYER.  86.1% are Low Income Students.  11.3% are Diverse Learners.  43.6% are Limited English Learners.,The largest demographic at SAWYER is Hispanic.  This demographic makes up 96.9% of the student population.  The second greatest demographic is White at 1.8%.,Level 2+,41.797498,-87.705006,POINT (-87.705006 41.797498),3,37.1,193
262,610082,Mount Greenwood Elementary School,60655,74,MOUNT GREENWOOD,19,22,Mount Greenwood Elementary School,ES,60655,1154,169,153,29,175,923,11,1,0,1,There are 1154 students enrolled at MOUNT GREENWOOD.  14.6% are Low Income Students.  13.3% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at MOUNT GREENWOOD is White.  This demographic makes up 80% of the student population.  The second greatest demographic is Hispanic at 15.2%.,Level 1+,41.695734,-87.70581,POINT (-87.70581 41.695734),5,8.2,19
263,610249,Talman Elementary School,60632,63,GAGE PARK,14,9,Talman Elementary School,ES,60632,343,272,70,5,330,5,1,1,0,0,There are 343 students enrolled at TALMAN.  79.3% are Low Income Students.  20.4% are Diverse Learners.  55.4% are Limited English Learners.,The largest demographic at TALMAN is Hispanic.  This demographic makes up 96.2% of the student population.  The second greatest demographic is White at 1.5%.,Level 1+,41.794048,-87.690261,POINT (-87.690261 41.794048),3,40.9,193
264,610312,Mary E McDowell Elementary School,60619,48,CALUMET HEIGHTS,8,4,Mary E McDowell Elementary School,ES,60619,117,90,11,115,2,0,0,0,0,0,There are 117 students enrolled at MCDOWELL.  76.9% are Low Income Students.  9.4% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at MCDOWELL is Black.  This demographic makes up 98.3% of the student population.  The second greatest demographic is Hispanic at 1.7%.,Level 1,41.733132,-87.589589,POINT (-87.589589 41.733132),5,27.6,19
265,610104,William J Onahan Elementary School,60631,10,NORWOOD PARK,41,16,William J Onahan Elementary School,ES,60631,654,184,116,16,194,396,22,3,0,0,There are 654 students enrolled at ONAHAN.  28.1% are Low Income Students.  17.7% are Diverse Learners.  7% are Limited English Learners.,The largest demographic at ONAHAN is White.  This demographic makes up 60.6% of the student population.  The second greatest demographic is Hispanic at 29.7%.,Level 1,41.99379,-87.793108,POINT (-87.793108 41.99379),3,21.4,193
266,610109,William Bishop Owen Scholastic Academy Elementary School,60652,70,ASHBURN,18,8,William Bishop Owen Scholastic Academy ES,ES,60652,273,147,30,267,4,0,0,0,0,0,There are 273 students enrolled at OWEN.  53.8% are Low Income Students.  11% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at OWEN is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.5%.,Level 1,41.74285,-87.705749,POINT (-87.705749 41.74285),3,18.9,193
267,610221,Daniel Webster Elementary School,60624,26,WEST GARFIELD PARK,24,11,Daniel Webster Elementary School,ES,60624,211,148,37,208,1,0,0,1,0,0,There are 211 students enrolled at WEBSTER.  70.1% are Low Income Students.  17.5% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at WEBSTER is Black.  This demographic makes up 98.6% of the student population.  The second greatest demographic is Hispanic at 0.5%.,Level 1,41.869916,-87.727524,POINT (-87.727524 41.869916),3,47.8,193
268,609746,Kenwood Academy High School,60615,39,KENWOOD,4,2,Kenwood Academy High School,HS,60615,2323,1316,124,1987,104,108,35,3,0,4,There are 2323 students enrolled at KENWOOD HS.  56.7% are Low Income Students.  5.3% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at KENWOOD HS is Black.  This demographic makes up 85.5% of the student population.  The second greatest demographic is White at 4.6%.,Level 1+,41.803772,-87.590421,POINT (-87.590421 41.803772),3,33.0,193
269,609682,Ellen H Richards Career Academy High School,60609,61,NEW CITY,16,9,Ellen H Richards Career Academy High School,HS,60609,275,246,62,116,145,1,0,2,0,0,There are 275 students enrolled at RICHARDS HS.  89.5% are Low Income Students.  22.5% are Diverse Learners.  33.1% are Limited English Learners.,The largest demographic at RICHARDS HS is Hispanic.  This demographic makes up 52.7% of the student population.  The second greatest demographic is Black at 42.2%.,Level 2,41.802881,-87.662278,POINT (-87.662278 41.802881),2,78.4,274
270,609974,Hawthorne Elementary Scholastic Academy,60657,6,LAKE VIEW,44,19,Hawthorne Elementary Scholastic Academy,ES,60657,606,96,50,34,128,310,80,2,0,2,There are 606 students enrolled at HAWTHORNE.  15.8% are Low Income Students.  8.3% are Diverse Learners.  7.6% are Limited English Learners.,The largest demographic at HAWTHORNE is White.  This demographic makes up 51.2% of the student population.  The second greatest demographic is Hispanic at 21.1%.,Level 1+,41.942275,-87.657709,POINT (-87.657709 41.942275),5,6.0,19
271,610499,Collins Academy High School,60623,29,NORTH LAWNDALE,24,10,Collins Academy High School,HS,60623,226,214,55,214,10,2,0,0,0,0,There are 226 students enrolled at COLLINS HS.  94.7% are Low Income Students.  24.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at COLLINS HS is Black.  This demographic makes up 94.7% of the student population.  The second greatest demographic is Hispanic at 4.4%.,Level 2,41.864149,-87.702042,POINT (-87.702042 41.864149),3,80.2,193
272,609679,Charles Allen Prosser Career Academy High School,60639,19,BELMONT CRAGIN,37,25,Charles Allen Prosser Career Academy High School,HS,60639,1169,1035,165,285,854,20,2,4,0,2,There are 1169 students enrolled at PROSSER HS.  88.5% are Low Income Students.  14.1% are Diverse Learners.  16.2% are Limited English Learners.,The largest demographic at PROSSER HS is Hispanic.  This demographic makes up 73.1% of the student population.  The second greatest demographic is Black at 24.4%.,Level 2+,41.920059,-87.761048,POINT (-87.761048 41.920059),2,62.3,274
273,609797,Jacob Beidler Elementary School,60612,27,EAST GARFIELD PARK,27,13,Jacob Beidler Elementary School,ES,60612,258,219,34,246,12,0,0,0,0,0,There are 258 students enrolled at BEIDLER.  84.9% are Low Income Students.  13.2% are Diverse Learners.  0.8% are Limited English Learners.,The largest demographic at BEIDLER is Black.  This demographic makes up 95.3% of the student population.  The second greatest demographic is Hispanic at 4.7%.,Level 1,41.885321,-87.705855,POINT (-87.705855 41.885321),2,42.8,274
274,609891,James R Doolittle Jr Elementary School,60616,35,DOUGLAS,4,2,James R Doolittle Jr Elementary School,ES,60616,258,212,42,258,0,0,0,0,0,0,There are 258 students enrolled at DOOLITTLE.  82.2% are Low Income Students.  16.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at DOOLITTLE is Black.  This demographic makes up 100% of the student population.,Level 3,41.831121,-87.612275,POINT (-87.612275 41.831121),2,49.0,274
275,609693,George Westinghouse High School,60624,23,HUMBOLDT PARK,28,11,George Westinghouse College Prep,HS,60624,1200,924,96,553,504,29,84,4,0,5,There are 1200 students enrolled at WESTINGHOUSE HS.  77% are Low Income Students.  8% are Diverse Learners.  4.8% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 46.1% of the student population.  The second greatest demographic is Hispanic at 42%.,Level 1+,41.889977,-87.707332,POINT (-87.707332 41.889977),2,47.9,274
276,610515,Disney II Magnet School,60641,16,IRVING PARK,38,17,Disney II Magnet School,ES,60641,432,129,48,31,179,172,28,2,0,0,There are 432 students enrolled at DISNEY II ES.  29.9% are Low Income Students.  11.1% are Diverse Learners.  9.3% are Limited English Learners.,The largest demographic at DISNEY II ES is Hispanic.  This demographic makes up 41.4% of the student population.  The second greatest demographic is White at 39.8%.,Level 1,41.950461,-87.730678,POINT (-87.730678 41.950461),3,14.5,193
277,610034,Lawndale Elementary Community Academy,60623,29,NORTH LAWNDALE,24,10,Lawndale Elementary Community Academy,ES,60623,216,182,32,208,6,2,0,0,0,0,There are 216 students enrolled at LAWNDALE.  84.3% are Low Income Students.  14.8% are Diverse Learners.  0.5% are Limited English Learners.,The largest demographic at LAWNDALE is Black.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Hispanic at 2.8%.,Level 2,41.86296,-87.712957,POINT (-87.712957 41.86296),2,56.1,274
278,609759,Roberto Clemente Community Academy High School,60622,24,WEST TOWN,1,13,Roberto Clemente Community Academy High School,HS,60622,589,492,164,202,356,18,4,4,0,2,There are 589 students enrolled at CLEMENTE HS.  83.5% are Low Income Students.  27.8% are Diverse Learners.  20.2% are Limited English Learners.,The largest demographic at CLEMENTE HS is Hispanic.  This demographic makes up 60.4% of the student population.  The second greatest demographic is Black at 34.3%.,Level 2,41.902626,-87.686906,POINT (-87.686906 41.902626),2,85.7,274
279,609855,Walter S Christopher Elementary School,60632,63,GAGE PARK,14,9,Walter S Christopher Elementary School,ES,60632,324,288,169,41,273,9,0,0,0,1,There are 324 students enrolled at CHRISTOPHER.  88.9% are Low Income Students.  52.2% are Diverse Learners.  56.5% are Limited English Learners.,The largest demographic at CHRISTOPHER is Hispanic.  This demographic makes up 84.3% of the student population.  The second greatest demographic is Black at 12.7%.,Level 2,41.801659,-87.685607,POINT (-87.685607 41.801659),3,54.5,193
280,609735,Edward Tilden Career Community Academy High School,60609,61,NEW CITY,11,9,Edward Tilden Career Community Academy HS,HS,60609,216,180,68,88,98,20,2,0,0,1,There are 216 students enrolled at TILDEN HS.  83.3% are Low Income Students.  31.5% are Diverse Learners.  23.1% are Limited English Learners.,The largest demographic at TILDEN HS is Hispanic.  This demographic makes up 45.4% of the student population.  The second greatest demographic is Black at 40.7%.,Level 2,41.80751,-87.642966,POINT (-87.642966 41.80751),2,82.1,274
281,610284,New Field Elementary School,60626,1,ROGERS PARK,49,24,New Field Elementary School,ES,60626,515,327,84,159,215,65,32,1,0,2,There are 515 students enrolled at NEW FIELD.  63.5% are Low Income Students.  16.3% are Diverse Learners.  39.2% are Limited English Learners.,The largest demographic at NEW FIELD is Hispanic.  This demographic makes up 41.7% of the student population.  The second greatest demographic is Black at 30.9%.,Level 1,42.007703,-87.673168,POINT (-87.673168 42.007703),3,35.5,193
282,610263,John Foster Dulles Elementary School,60637,69,GREATER GRAND CROSSING,20,3,John Foster Dulles Elementary School,ES,60637,663,555,70,639,15,1,1,0,0,0,There are 663 students enrolled at DULLES.  83.7% are Low Income Students.  10.6% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at DULLES is Black.  This demographic makes up 96.4% of the student population.  The second greatest demographic is Hispanic at 2.3%.,Level 2,41.7799,-87.617214,POINT (-87.617214 41.7799),1,42.2,48
283,609798,Hiram H Belding Elementary School,60641,16,IRVING PARK,38,17,Hiram H Belding Elementary School,ES,60641,550,256,76,30,194,271,27,5,0,3,There are 550 students enrolled at BELDING.  46.5% are Low Income Students.  13.8% are Diverse Learners.  19.3% are Limited English Learners.,The largest demographic at BELDING is White.  This demographic makes up 49.3% of the student population.  The second greatest demographic is Hispanic at 35.3%.,Level 1+,41.958938,-87.73402,POINT (-87.73402 41.958938),4,23.6,49
284,610227,Eli Whitney Elementary School,60623,30,SOUTH LAWNDALE,22,10,Eli Whitney Elementary School,ES,60623,594,495,46,1,588,5,0,0,0,0,There are 594 students enrolled at WHITNEY.  83.3% are Low Income Students.  7.7% are Diverse Learners.  50% are Limited English Learners.,The largest demographic at WHITNEY is Hispanic.  This demographic makes up 99% of the student population.  The second greatest demographic is White at 0.8%.,Level 1,41.84008,-87.725546,POINT (-87.725546 41.84008),2,37.1,274
285,610088,Wolfgang A Mozart Elementary School,60647,22,LOGAN SQUARE,35,25,Wolfgang A Mozart Elementary School,ES,60647,477,396,88,31,430,14,1,1,0,0,There are 477 students enrolled at MOZART.  83% are Low Income Students.  18.4% are Diverse Learners.  57% are Limited English Learners.,The largest demographic at MOZART is Hispanic.  This demographic makes up 90.1% of the student population.  The second greatest demographic is Black at 6.5%.,Level 2+,41.92091,-87.721888,POINT (-87.721888 41.92091),2,33.3,274
286,609864,John W Cook Elementary School,60620,71,AUBURN GRESHAM,21,6,John W Cook Elementary School,ES,60620,318,254,38,297,19,0,0,0,0,0,There are 318 students enrolled at COOK.  79.9% are Low Income Students.  11.9% are Diverse Learners.  2.5% are Limited English Learners.,The largest demographic at COOK is Black.  This demographic makes up 93.4% of the student population.  The second greatest demographic is Hispanic at 6%.,Level 2,41.745237,-87.659775,POINT (-87.659775 41.745237),2,50.4,274
